Constantine,24-02-2005,"Fantasy, Action, Horror", English,221593554,75000000,AU,70
Deinfluencer,06-12-2022,"Horror, Thriller", English,437537244.8,94000000,US,46
The Desperate Hour,01-08-2022,Thriller, English,379472585,62000000,AU,61
Gifted,10-08-2017,"Drama, Comedy", English,36964656,7000000,AU,81
Kung Fu Panda,26-06-2008,"Action, Adventure, Animation, Family, Comedy", English,631910531,130000000,AU,72
Family Game,17-06-2022,"Thriller, Drama", French,1039744.4,4000000,CA,55
You Will Not Have My Hate,10-11-2022,"Drama, History", French,677460163.6,158800000,DE,49
Roald Dahl's The Witches,10-12-2020,"Adventure, Fantasy, Comedy, Family, Horror", English,29303571,49500000,AU,64
The Man from Earth,16-09-2008,"Science Fiction, Drama", English,58992776.8,200000,AU,76
Wrong Turn 3: Left for Dead,20-10-2009,"Horror, Thriller", English,37753869.2,3000000,US,56
Apocalypto,07-12-2006,"Action, Drama, History", English,121032272,40000000,AU,75
Erotic Ghost Story,19-05-1990,"Fantasy, Drama, Horror", Cantonese,292616817.4,95000000,HK,58
Somebody I Used to Know,01-02-2023,"Romance, Comedy, Drama", English,635149752.8,128000000,US,60
You Won't Be Alone,22-09-2022,"Horror, Drama", Macedonian,125000,39677129,AU,66
The Takeover,01-11-2022,Crime," Dutch, Flemish",466223042,121000000,NL,59
Venom,28-09-2018,"Science Fiction, Action", English,856081053,116000000,AU,68
Venom,28-09-2018,"Science Fiction, Action", English,881745,25000000,AU,68
Catch Me If You Can,09-01-2003,"Drama, Crime", English,352114312,52000000,AU,80
The Lord of the Rings: The Two Towers,26-12-2002,"Adventure, Fantasy, Action", English,919148764,94000000,AU,84
Mari(dos),10-03-2023,Comedy," Spanish, Castilian",385960548.2,64500000,ES,38
Through My Window,04-02-2022,"Drama, Romance"," Spanish, Castilian",645835675.2,85000000,ES,74
Decision to Leave,20-10-2022,"Crime, Drama, Mystery, Romance", Korean,16914773,6993600,AU,74
Dead for a Dollar,30-09-2022,"Western, Thriller", English,409636263,134600000,US,57
X-Men: Apocalypse,19-05-2016,"Action, Adventure, Science Fiction, Fantasy", English,542537546,178000000,AU,65
No Time to Die,11-11-2021,"Adventure, Action, Thriller", English,759959662,250000000,AU,74
Extraction,24-04-2020,"Drama, Action, Thriller", English,0,65000000,AU,73
A Trip to Infinity,26-09-2022,Documentary, English,682429959.6,53600000,US,73
Alita: Battle Angel,14-02-2019,"Action, Science Fiction, Adventure", English,401900040,170000000,AU,72
Brave,21-06-2012,"Animation, Adventure, Comedy, Family, Action, Fantasy", English,554606532,185000000,AU,70
Monsters University,11-07-2013,"Animation, Family", English,743455810,200000000,AU,70
Iron Man,01-05-2008,"Action, Science Fiction, Adventure", English,585171547,186000000,AU,76
Snow White and the Seven Dwarfs,02-06-1938,"Fantasy, Animation, Family", English,184925486,1488000,AU,71
The Curse of La Llorona,18-04-2019,"Horror, Mystery, Thriller", English,123133739,9000000,AU,57
Teenage Mutant Ninja Turtles,11-09-2014,"Science Fiction, Action, Adventure, Comedy", English,485004754,125000000,AU,59
Teenage Mutant Ninja Turtles,11-09-2014,"Science Fiction, Action, Adventure, Comedy", English,202000000,13500000,AU,59
Constantine: The House of Mystery,03-05-2022,"Animation, Action, Adventure, Horror", English,638963437.4,146400000,US,70
The Hobbit: An Unexpected Journey,26-12-2012,"Adventure, Fantasy, Action", English,1014938545,200000000,AU,73
Kimi,10-02-2022,Thriller, English,192301839.8,3500000,US,63
Spider-Man: Far From Home,01-07-2019,"Action, Adventure, Science Fiction", English,1132107522,160000000,AU,75
Cuento de Primavera-A Spring Tale,20-12-2022,"Drama, Fantasy, Mystery"," Spanish, Castilian",827017257.2,77600000,US,81
Finch,05-11-2021,"Science Fiction, Drama, Adventure", English,61416888,2500000,AU,80
The Hangover Part II,25-05-2011,Comedy, English,586764305,80000000,AU,65
The Stranger,06-10-2022,Thriller, English,306445940.4,73600000,AU,62
The Man from Toronto,24-06-2022,"Action, Adventure, Comedy", English,416154234.2,75000000,US,66
2012,23-10-2009,"Action, Adventure, Science Fiction", English,757677748,200000000,AU,58
White Chicks,30-12-2004,"Comedy, Crime", English,111448997,20000000,AU,69
Army of Thieves,29-10-2021,"Crime, Comedy", English,393196433,175200000,AU,69
Dragon Ball Z: Battle of Gods,19-09-2013,"Animation, Action, Science Fiction", Japanese,50461371,20950000,AU,68
Star Wars,26-10-1977,"Adventure, Action, Science Fiction", English,775398007,11000000,AU,82
Scream 2,12-12-1997,"Horror, Mystery", English,172363301,24000000,US,65
American Sniper,22-01-2015,"War, Action", English,547326372,58000000,AU,74
Last Days in the Desert,13-05-2016,"Adventure, Drama, History", English,375161639.6,124600000,US,57
Lobo Feroz,27-01-2023,"Drama, Thriller"," Spanish, Castilian",783754106,88200000,ES,63
The Forever Purge,23-07-2021,"Horror, Action, Thriller", English,76950525,18000000,AU,71
Scary Movie 5,11-04-2013,Comedy, English,78378744,20000000,AU,48
Annabelle: Creation,10-08-2017,"Horror, Mystery, Thriller", English,305384865,15000000,AU,66
Meet Joe Black,11-03-1999,"Fantasy, Drama, Romance", English,44650003,85000000,AU,73
Dawn of the Planet of the Apes,09-07-2014,"Science Fiction, Action, Drama, Thriller", English,710644566,170000000,AU,73
Scarface,01-02-1984,"Action, Crime, Drama", English,44942821,25000000,AU,82
Train to Busan,29-07-2016,"Horror, Thriller, Adventure, Action", Korean,87547518,8500000,AU,78
Scream 4,13-04-2011,"Horror, Mystery", English,95989590,40000000,AU,64
The Shawshank Redemption,16-02-1995,"Drama, Crime", English,28419159,25000000,AU,87
Beauty and the Beast,11-06-1992,"Romance, Family, Animation, Fantasy", English,1268697483,160000000,AU,77
Beauty and the Beast,11-06-1992,"Romance, Family, Animation, Fantasy", English,438656843,20000000,AU,77
Terminator Genisys,01-07-2015,"Science Fiction, Action, Thriller, Adventure", English,440603537,155000000,AU,59
Looks Can Kill,01-02-2022,Thriller, English,565191997,96300000,US,46
Black Panther,15-02-2018,"Action, Adventure, Science Fiction", English,1336494320,200000000,AU,74
Batman v Superman: Dawn of Justice,24-03-2016,"Action, Adventure, Fantasy", English,872395091,263000000,AU,59
A Monster Calls,12-05-2017,"Drama, Fantasy", English,46414530,43000000,AU,73
Spider-Man,06-06-2002,"Fantasy, Action", English,821706375,139000000,AU,73
Vacation Friends,27-08-2021,Comedy, English,558301701.8,105200000,AU,71
The Simpsons in Plusaversary,12-11-2021,"Animation, Comedy, Fantasy", English,318725312.6,131600000,US,66
The Last Manhunt,01-01-2023,Western, English,321306715.6,80300000,AU,56
Scary Movie 2,18-10-2001,Comedy, English,141189101,45000000,AU,58
Harry Potter 20th Anniversary: Return to Hogwarts,01-01-2022,Documentary, English,682429959.6,53600000,US,73
Life Is Beautiful,06-05-2006,"Comedy, Drama", Italian,230098753,20000000,AU,85
The Twin,06-04-2022,"Horror, Mystery", English,492000,2620000,FI,60
Wrong Turn 2: Dead End,16-10-2007,"Horror, Thriller", English,30361598,4000000,AU,60
Knowing,26-03-2009,"Action, Mystery, Science Fiction, Thriller", English,186450317,50000000,AU,62
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,30-07-2021,"Animation, Action, Adventure, Fantasy", Japanese,651465482.4,167100000,JP,68
Annabelle Comes Home,27-06-2019,"Horror, Mystery, Thriller", English,230779191,27000000,AU,64
Chupa,07-04-2023,"Adventure, Fantasy, Family", English,615583976,91940000,AU,69
The Matrix,08-04-1999,"Action, Science Fiction", English,465974198,65000000,AU,82
Sex and Zen II,09-05-1996,"Drama, Fantasy, Romance, Comedy", Cantonese,697062094.4,60600000,HK,60
Despicable Me 2,26-06-2013,"Animation, Comedy, Family", English,975216835,76000000,AU,69
Chip 'n Dale: Rescue Rangers,18-05-2022,"Animation, Family, Comedy, Adventure, Mystery", English,900250198.6,116500000,US,70
Pacific Rim: Uprising,22-03-2018,"Action, Fantasy, Science Fiction, Adventure", English,290930148,155000000,AU,61
Spirit Untamed,12-06-2021,"Animation, Adventure, Family, Western", English,42235744,30000000,AU,73
Samson and Delilah,21-12-1949,"Drama, Romance, Adventure", English,11500000,3000000,US,66
Capturing Avatar,16-11-2010,Documentary, English,716719914.2,101700000,US,78
Psychosexual,12-05-2022,Thriller," Spanish, Castilian",38139010,12001040,CO,20
The Mummy,24-06-1999,"Adventure, Action, Fantasy", English,409953905,195000000,AU,69
The Mummy,24-06-1999,"Adventure, Action, Fantasy", English,416385488,80000000,AU,69
Scooby-Doo,20-06-2002,"Mystery, Adventure, Comedy", English,276294164,84000000,AU,60
Jurassic World,11-06-2015,"Action, Adventure, Science Fiction, Thriller", English,1669963641,215000000,AU,67
Kingsman: The Golden Circle,21-09-2017,"Action, Adventure, Comedy", English,408803696,104000000,AU,70
Spirit: Stallion of the Cimarron,24-05-2002,"Western, Animation, Adventure, Comedy, Family, Drama", English,106515310,80000000,US,77
Broken Ties,06-03-2023,"Thriller, TV Movie", English,630656413.8,131000000,FR,72
The Little Guy,10-08-2022,"Animation, Family, Comedy, Science Fiction", English,443047789.4,148000000,US,74
Project X,01-03-2012,Comedy, English,103028188,12000000,AU,68
Tom & Jerry,01-04-2021,"Comedy, Family, Animation", English,136536687,50000000,AU,69
Tarzan,09-09-1999,"Family, Adventure, Animation, Drama", English,448191819,145000000,AU,74
Corpse Bride,17-11-2005,"Romance, Fantasy, Animation", English,114770654,30000000,AU,75
Tom Clancy's Without Remorse,30-04-2021,"Action, Thriller", English,541630998.4,88200000,AU,70
Dragon Ball Z: Fusion Reborn,24-03-2006,"Animation, Action, Fantasy, Science Fiction", Japanese,23500000,5387948,AU,74
Madagascar,16-06-2005,"Family, Animation, Adventure, Comedy", English,556559566,75000000,AU,69
The Twilight Saga: Breaking Dawn - Part 1,17-11-2011,"Adventure, Fantasy, Romance", English,712171856,110000000,AU,62
Army of the Dead,21-05-2021,"Action, Crime, Horror, Thriller", English,0,90000000,AU,63
The Friendship Game,11-11-2022,"Science Fiction, Horror", English,536903130,104050080,US,53
Maleficent,29-05-2014,"Fantasy, Adventure, Action, Family, Romance", English,758536735,180000000,AU,71
The Evil Dead,23-06-1983,Horror, English,29400000,375000,AU,73
xXx: Return of Xander Cage,19-01-2017,"Action, Adventure, Crime", English,345033359,85000000,AU,61
Incredibles 2,14-06-2018,"Action, Adventure, Animation, Family", English,1242805359,200000000,AU,75
Incantation,18-03-2022,Horror, Chinese,5700000,52000050,TW,69
Cinderella,26-03-2015,"Romance, Fantasy, Family, Drama", English,542351353,95000000,AU,68
Cinderella,26-03-2015,"Romance, Fantasy, Family, Drama", English,263591415,2900000,AU,68
Wreck-It Ralph,26-12-2012,"Family, Animation, Comedy, Adventure", English,496511521,165000000,AU,73
The Equalizer,24-09-2014,"Thriller, Action, Crime", English,192903624,55000000,AU,72
1917,09-01-2020,"War, Drama, History", English,389140440,100000000,AU,80
Black Water: Abyss,07-08-2020,"Horror, Action, Adventure", English,1117982,7060000,US,52
Golden Escape,05-08-2022,"Drama, Crime", Chinese,353650070,84800000,CN,67
Magnum Opus,18-07-2022,"Animation, Family, Science Fiction, Comedy", English,648868926.4,153000000,US,74
"...Watch Out, We're Mad",23-03-2022,"Comedy, Action", Italian,296181163,147000000,IT,62
The Hangover Part III,23-05-2013,Comedy, English,362000072,103000000,AU,62
Black Site,23-11-2022,"Action, Thriller", English,240033015.8,69400000,AU,67
Ice Age: The Meltdown,06-04-2006,"Animation, Family, Comedy, Adventure", English,651899282,75000000,AU,67
The Intouchables,18-05-2012,"Drama, Comedy", French,426588510,13000000,AU,83
Girl in the Basement,27-02-2021,"Crime, Thriller, TV Movie", English,684741124.6,135000000,US,79
Ambulance,07-04-2022,"Thriller, Action", English,51783040,40000000,AU,68
Dragon Ball Z: Broly – Second Coming,12-03-1994,"Animation, Action, Science Fiction", Japanese,24200000,59080000,JP,67
Host,30-07-2020,"Horror, Thriller, Mystery", English,436536,35000,US,65
The Rape,15-05-1982,Drama, Japanese,329856760.8,47270000,JP,35
Blended,11-06-2014,"Comedy, Romance", English,127990741,45000000,AU,69
Don't Breathe 2,20-08-2021,"Thriller, Horror", English,53785551,10000000,AU,72
Jurassic World: Fallen Kingdom,21-06-2018,"Action, Adventure, Science Fiction, Thriller", English,1308323302,170000000,AU,66
Naruto Shippuden the Movie: Blood Prison,30-07-2011,"Thriller, Animation, Action, Comedy, Horror, Mystery", Japanese,9100000,1545000,JP,73
Bubble,28-04-2022,"Animation, Adventure, Science Fiction", Japanese,145382,1600000,JP,75
The Meg,16-08-2018,"Action, Science Fiction, Horror", English,527267828,178000000,AU,62
Coherence,19-09-2013,"Thriller, Science Fiction", English,102617,2037792,US,73
The Commando,01-04-2022,"Action, Crime, Thriller", English,272244777,117000000,AU,57
Fate/Grand Order the Movie: Divine Realm Of The Round Table: Camelot Paladin; Agateram,26-08-2021,"Animation, Action, Adventure, History, Drama, Fantasy", Japanese,441454936.4,102000000,AU,58
Spiderhead,17-06-2022,"Science Fiction, Thriller", English,365455879.6,102800000,AU,58
Transformers: The Last Knight,16-06-2017,"Action, Adventure, Science Fiction", English,602893340,217000000,AU,61
The Red Book Ritual,13-09-2022,Horror, English,522659686.2,141600000,US,56
Parasite,17-06-2019,"Comedy, Thriller, Drama", Korean,257591776,11363000,AU,85
Wonder Woman 1984,26-12-2020,"Action, Adventure, Fantasy", English,166360232,200000000,AU,65
Jumanji: The Next Level,26-12-2019,"Adventure, Comedy, Fantasy", English,798210215,125000000,AU,69
Dragon Ball Z: Bojack Unbound,10-07-1993,"Action, Animation, Science Fiction", Japanese,20100000,24812400,JP,71
Tinker Bell and the Legend of the NeverBeast,22-07-2015,"Adventure, Animation, Family", English,394200421.4,73800000,AU,72
Mia and Me: The Hero of Centopia,27-10-2022,"Animation, Fantasy, Adventure", English,588649044.6,106200000,AU,71
Groot's Pursuit,10-08-2022,"Animation, Family, Comedy, Science Fiction", English,571300438.6,97600000,US,72
Road to Ninja: Naruto the Movie,28-07-2012,"Animation, Fantasy, Action", Japanese,17900000,44304333.2,JP,76
Mobile Suit Gundam Hathaway,11-06-2021,"Animation, Action, Drama, Science Fiction", Japanese,660438536.2,78600000,JP,74
Inexorable,06-04-2022,Thriller, French,690959382.4,164900000,FR,59
WALL·E,18-09-2008,"Animation, Family, Science Fiction", English,521311860,180000000,AU,81
Legend Quest: The Origin,15-02-2021,"Animation, Comedy, Fantasy, Adventure, Family"," Spanish, Castilian",728382406.2,109200000,MX,83
The Banshees of Inisherin,26-12-2022,"Drama, Comedy", English,41000000,515001.4,AU,75
The Hobbit: The Desolation of Smaug,26-12-2013,"Fantasy, Adventure, Action", English,959358436,250000000,AU,76
Ava,02-09-2020,"Action, Crime, Drama, Adventure, Thriller", English,2987741,12000000,AU,58
The Blind Side,25-02-2010,Drama, English,305705794,35000000,AU,77
The Case for Christ,07-04-2017,Drama, English,17966760,3000000,US,69
Unbroken: Path to Redemption,14-09-2018,Drama, English,6216897,6000000,US,69
A Quiet Place,21-05-2018,"Horror, Drama, Science Fiction", English,334876670,17000000,AU,74
Lilo & Stitch,19-09-2002,"Animation, Family", English,245799997,80000000,AU,75
Rocky,17-03-1977,"Drama, Romance", English,225000000,1000000,AU,78
Baba Yaga: Terror of the Dark Forest,27-02-2020,Horror, Russian,301123555.2,146740000,RU,60
Wendell & Wild,28-10-2022,"Animation, Comedy, Fantasy, Adventure", English,418659258.4,59960000,AU,68
Avatar: The Deep Dive - A Special Edition of 20/20,13-12-2022,Documentary, English,580810039.6,98800000,US,75
Just Love and a Thousand Songs,08-12-2022,"Music, Documentary"," Spanish, Castilian",568195972,85800000,AR,68
Héctor El Father: Conocerás la verdad,22-03-2018,"Drama, Documentary"," Spanish, Castilian",436644599.4,89000000,PR,78
The Lion King II: Simba's Pride,31-07-2000,"Family, Adventure, Animation, Action", English,490644301.8,140700000,AU,69
The Simpsons Movie,27-07-2007,"Animation, Comedy, Family", English,527071022,72500000,AU,70
The Mummy Returns,10-05-2001,"Adventure, Action, Fantasy", English,435040395,98000000,AU,63
Elvis,23-06-2022,"Drama, Music, History", English,279854594,85000000,AU,77
The House,14-01-2022,"Animation, Drama, Comedy, Horror, Fantasy", English,31192425,40000000,GB,71
Fortress,01-03-2022,"Action, Thriller, Crime", English,46730578,12000000,AU,60
The Grandmother,06-04-2022,"Drama, Horror"," Spanish, Castilian",1817696,3749231,FR,59
King of Kings,11-10-1961,"Drama, History", English,14483352,5037000,US,71
In Time,27-10-2011,"Action, Thriller, Science Fiction", English,165103952,35000000,AU,70
Hansan: Rising Dragon,05-08-2022,"Action, History, Drama, War", Korean,288842249.6,121000000,AU,72
Taken 3,08-01-2015,"Thriller, Action", English,327656424,48000000,AU,62
A Bug's Life,03-12-1998,"Adventure, Animation, Comedy, Family", English,363258859,120000000,AU,70
Maleficent: Mistress of Evil,17-10-2019,"Family, Fantasy, Adventure, Action", English,489181357,185000000,AU,73
Bad Boys for Life,16-01-2020,"Thriller, Action, Crime", English,426505244,90000000,AU,72
Ready Player One,29-03-2018,"Science Fiction, Adventure, Action", English,579055653,150000000,AU,76
The Second Coming of Christ,06-03-2018,"Action, Drama", English,329856760.8,47270000,US,36
The Flash,16-06-2023,"Science Fiction, Action, Adventure", English,1240261.6,200000000,US,0
The Chalk Line,09-09-2022,Horror," Spanish, Castilian",353391998.4,92600000,ES,64
Pokemon the Movie: Mewtwo Strikes Back - Evolution,12-07-2019,"Animation, Adventure, Fantasy, Action, Family", Japanese,26654184,59844080,JP,67
The Lost Lotteries,16-11-2022,"Crime, Comedy", Thai,566738520,62800000,TH,60
November,11-05-2023,"Thriller, Crime, Drama", French,191862,250000,AU,73
The Nun 2,08-09-2023,"Horror, Mystery", English,175269998.8,246000000,US,0
Aria the Benedizione,03-12-2021,"Animation, Comedy, Science Fiction, Fantasy", Japanese,428723514.8,184000000,JP,63
Sausage Party,11-08-2016,"Adventure, Animation, Comedy, Fantasy", English,141344255,19000000,AU,57
Fortress: Sniper's Eye,29-04-2022,"Action, Thriller, Crime", English,403087774,125600000,US,56
Fight Club,11-11-1999,"Drama, Thriller, Comedy", English,100820947,65000000,AU,84
Hercules,18-09-1997,"Animation, Family, Fantasy, Adventure, Comedy, Romance", English,243388614,100000000,AU,75
Hercules,18-09-1997,"Animation, Family, Fantasy, Adventure, Comedy, Romance", English,250700000,70000000,AU,75
Waktu Maghrib,09-02-2023,Horror, Indonesian,476680473.8,87000000,ID,63
Legion,03-06-2010,"Horror, Action, Fantasy", English,67647574,26000000,AU,58
Six Swedish Girls in a Boarding School,28-09-1979,Comedy, German,152911218.6,76000000,DE,54
From Straight A's to XXX,11-02-2017,"Drama, TV Movie", English,410122022.6,127200000,US,60
Justice League,16-11-2017,"Action, Adventure, Science Fiction", English,655945209,300000000,AU,61
The Last Temptation of Christ,13-10-1988,Drama, English,8373585,7000000,AU,72
Ron's Gone Wrong,21-10-2021,"Animation, Science Fiction, Family, Comedy", English,60692022,30511197,AU,80
Mad Max: Fury Road,14-05-2015,"Action, Adventure, Science Fiction", English,365769378,150000000,AU,76
How to Train Your Dragon 2,09-06-2014,"Fantasy, Action, Adventure, Animation, Comedy, Family", English,614586270,145000000,AU,77
Blackout,12-10-2022,"Action, Adventure, Thriller", English,440151954.6,96400000,DK,54
Despicable Me,09-09-2010,"Family, Animation, Comedy, Crime", English,543464573,69000000,AU,72
Lies My Sister Told Me,29-05-2022,"TV Movie, Thriller, Drama", English,700431681.6,83800000,US,66
Ava,21-06-2017,Drama, French,500000,3000000,FR,62
Fractured,10-10-2019,Thriller, English,206009040.8,108200000,AU,67
Ralph Breaks the Internet,26-11-2018,"Family, Animation, Comedy, Adventure", English,529221154,175000000,AU,72
The Proposal,18-06-2009,"Comedy, Romance, Drama", English,314709717,40000000,AU,71
Rampage,20-04-2018,"Action, Adventure, Science Fiction", English,427947217,120000000,AU,64
Ashfall,09-01-2020,"Action, Adventure, Thriller", Korean,61321941,17700000,AU,68
Wrong Turn,04-02-2021,"Horror, Thriller", English,28649556,10000000,AU,60
Alice in Wonderland,01-07-2010,"Family, Fantasy, Adventure", English,1025491110,200000000,AU,66
Alice in Wonderland,01-07-2010,"Family, Fantasy, Adventure", English,0,3000000,AU,66
Ripper Untold,28-06-2021,Horror, English,338842741.4,80200000,GB,62
Rurouni Kenshin: The Beginning,04-06-2021,"Action, Adventure, Drama", Japanese,450001647.6,138000000,JP,77
Brother Bear,26-12-2003,"Adventure, Animation, Family", English,250397798,46000000,AU,73
Purple Hearts,29-07-2022,"Romance, Drama", English,715523713,175200000,US,82
Ninja Assassin,04-03-2010,"Action, Thriller", English,62209892,50000000,AU,65
Presences,07-09-2022,Horror," Spanish, Castilian",531683245.8,101400000,MX,69
Miss Peregrine's Home for Peculiar Children,29-09-2016,"Fantasy, Adventure, Family, Drama", English,296482446,110000000,AU,68
How to Train Your Dragon,25-03-2010,"Fantasy, Adventure, Animation, Family", English,494870992,165000000,AU,78
Scream 3,23-03-2000,"Horror, Mystery", English,161838076,40000000,AU,60
Predator,20-08-1987,"Science Fiction, Action, Adventure, Thriller", English,98267558,18000000,AU,75
Superman/Shazam!: The Return of Black Adam,09-11-2010,"Animation, Action", English,470754235.2,61095923.8,US,71
L'oubliée d'Amboise,25-06-2022,"Crime, TV Movie", French,389307031.4,90800000,FR,66
Ponyo,06-07-2009,"Animation, Fantasy, Family", Japanese,202404009,41677699,AU,77
Snake Eyes: G.I. Joe Origins,22-07-2021,"Action, Adventure", English,34677221,88000000,AU,66
Knights of the Zodiac,28-04-2023,"Fantasy, Action, Adventure", English,175269998.8,264940000,JP,0
Dragon Ball Z: Cooler's Revenge,20-07-1991,"Action, Animation, Science Fiction", Japanese,16331742,27104689.8,JP,69
My Sweet Monster,23-06-2022,"Animation, Adventure, Family", Russian,589285934.8,111800000,AU,65
All the Places,14-02-2023,"Comedy, Drama"," Spanish, Castilian",252076159.2,64200000,MX,67
Beauty and the Beast,23-03-2017,"Family, Fantasy, Romance", English,1268697483,160000000,AU,70
Beauty and the Beast,23-03-2017,"Family, Fantasy, Romance", English,438656843,20000000,AU,70
Hunting Ava Bravo,01-04-2022,"Thriller, Action", English,365470598,75600000,US,64
Marudase Kintarou,11-12-2020,"Romance, Comedy, Animation", Japanese,890454742.6,162940000,JP,63
Drag Me to Hell,15-03-2009,"Horror, Thriller", English,90810892,30000000,US,64
Brian Banks,09-08-2019,Drama, English,4376820,10000000,US,73
Bullet Proof,19-08-2022,"Action, Crime", English,252564447.8,54200000,US,58
Beautiful Disaster,12-04-2023,"Romance, Drama, Comedy", English,809767733.4,94800000,US,59
Sniper: Rogue Mission,16-08-2022,"Action, Thriller, Mystery", English,338580387.8,121000000,US,66
Gladiator,04-05-2000,"Action, Drama, Adventure", English,452282115,103000000,AU,82
The Reading,02-02-2023,"Drama, Thriller", English,778605895.4,124000000,US,74
The Karate Kid,08-07-2010,"Action, Adventure, Drama, Family", English,351774938,40000000,AU,65
The Karate Kid,08-07-2010,"Action, Adventure, Drama, Family", English,90857623,8000000,AU,65
The Twilight Saga: New Moon,19-11-2009,"Adventure, Fantasy, Drama, Romance", English,687557727,50000000,AU,60
The Dark Knight Rises,19-07-2012,"Action, Crime, Drama, Thriller", English,1082228107,230000000,AU,78
Pokémon the Movie: Secrets of the Jungle,25-12-2020,"Animation, Adventure, Family, Fantasy", Japanese,494570144.4,152000000,JP,71
Pleasure,04-11-2021,Drama, Swedish,416389640,87000000,AU,63
Men,16-06-2022,"Horror, Thriller, Fantasy", English,7168717,117363.2,AU,63
King,16-02-2022,"Adventure, Comedy, Family", French,2551835,36777824,FR,66
Ice Age: Continental Drift,28-06-2012,"Animation, Comedy, Adventure, Family", English,879765137,95000000,AU,63
Texas Chainsaw Massacre,18-02-2022,"Horror, Thriller", English,50396660.6,20000000,US,52
The Devil Wears Prada,28-09-2006,"Comedy, Drama, Romance", English,326073155,35000000,AU,74
KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,30-08-2019,"Animation, Adventure, Comedy, Fantasy", Japanese,771509469.8,182000000,JP,82
Pixels,30-07-2015,"Action, Comedy, Science Fiction", English,244041804,90000000,AU,57
Weathering with You,22-08-2019,"Animation, Drama, Fantasy, Romance", Japanese,186965409,27610000,AU,80
The Nightmare Before Christmas,10-11-1994,"Fantasy, Animation, Family", English,75634409,24000000,AU,78
Limitless,08-03-2011,"Thriller, Mystery, Science Fiction", English,155564919,27000000,AU,72
The Killer,13-07-2022,"Action, Crime, Thriller", Korean,723735309.2,117460000,KR,79
Just Go with It,31-03-2011,"Comedy, Romance", English,214945591,80000000,AU,67
Hustle,08-06-2022,"Drama, Comedy", English,737302956.6,115091333.2,AU,78
Dynasty Warriors,27-04-2021,"Action, Adventure, Fantasy", Cantonese,3310000,38504400,HK,62
Kung Fu Panda 2,23-06-2011,"Animation, Family", English,664837547,150000000,AU,69
The Notebook,14-10-2004,"Romance, Drama", English,115937163,30000000,AU,79
Selena Gomez: My Mind & Me,02-11-2022,"Documentary, Music", English,644917763.6,157000000,US,82
Superbad,20-09-2007,Comedy, English,169955142,17500000,AU,72
Old,22-07-2021,"Thriller, Mystery, Horror", English,89836797,18000000,AU,64
A Whisker Away,18-06-2020,"Animation, Drama, Romance, Fantasy", Japanese,468529612.2,128600000,AU,80
Sing,23-11-2016,"Animation, Comedy, Family, Music", English,631064182,75000000,AU,71
Sing,23-11-2016,"Animation, Comedy, Family, Music", English,0,84000,AU,71
Kung Fu Panda 3,24-03-2016,"Action, Adventure, Animation, Comedy, Family", English,521170825,140000000,AU,69
"The Gangster, the Cop, the Devil",15-05-2019,"Crime, Action, Adventure", Korean,25775371,47065698.6,KR,77
Lady Chatterley's Lover,14-10-2022,"Drama, Romance", English,226866064.6,68800000,GB,68
The Great Wall,16-02-2017,"Action, Adventure, Fantasy", English,334486852,150000000,AU,60
Monster Pets: A Hotel Transylvania Short,02-04-2021,"Animation, Comedy, Fantasy", English,439574045.6,128400000,US,74
Aladdin,24-05-2019,"Adventure, Fantasy, Romance, Family", English,1046587513,182000000,AU,71
Aladdin,24-05-2019,"Adventure, Fantasy, Romance, Family", English,504050219,28000000,AU,71
The Jungle Book,18-12-1968,"Family, Animation, Adventure", English,953535821,175000000,AU,73
The Jungle Book,18-12-1968,"Family, Animation, Adventure", English,44342956,27000000,AU,73
A Silent Voice: The Movie,06-04-2017,"Animation, Drama", Japanese,30156463,2937023.8,AU,84
Solomon and Sheba,25-12-1959,"History, Romance", English,11016959,5000000,US,64
The Incredibles,26-12-2004,"Action, Adventure, Animation, Family", English,631441092,92000000,AU,77
Don't Worry Darling,30-09-2022,"Thriller, Mystery, Science Fiction", English,86669039,35000000,AU,69
The Visit,24-09-2015,"Mystery, Thriller, Horror", English,98677816,5000000,AU,63
Logan,02-03-2017,"Action, Drama, Science Fiction", English,614202315,127000000,AU,78
Porno,01-01-1981,Drama, Portuguese,450005002.8,89200000,BR,46
Jesus,05-12-1999,"History, Drama", English,192810486.8,20000000,US,63
Terminator 2: Judgment Day,05-09-1991,"Action, Thriller, Science Fiction", English,515376182,100000000,AU,81
American Pie Presents: Beta House,03-01-2008,Comedy, English,18610260,10000000,AU,56
Trenque Lauquen,12-10-2022,"Drama, Romance, Mystery"," Spanish, Castilian",178359863,203000000,US,0
Call Me by Your Name,26-12-2017,"Romance, Drama", English,41649462,3500000,AU,82
Wish Dragon,11-06-2021,"Animation, Family, Comedy, Fantasy", English,25860000,21363393,AU,80
Spider-Man 3,04-06-2007,"Fantasy, Action, Adventure", English,894860230,258000000,AU,64
Jack Reacher,02-01-2013,"Crime, Drama, Thriller, Action", English,217370736,60000000,AU,66
Garfield,16-09-2004,"Animation, Comedy, Family", English,200804534,50000000,AU,57
Raped by an Angel 2: The Uniform Fan,06-03-1998,"Horror, Thriller", Cantonese,601247524.8,133300000,HK,44
